projectName,unitName,epShort,samplingStartDate,plot,treeTagNo,scientificName,dbh_in,ht_ft,htlc_ft,cbh_ft,status,crownScorch_%,maxScorchHt_ft,minBoleChar_ft,maxBoleChar_ft,burnSeverity
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,442,Pseudotsuga menziesii,5.2,34,8,2,L,70,31,2,6,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,425,Pseudotsuga menziesii,8.9,47,5,1,L,5,6,0.1,6,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,444,Pseudotsuga menziesii,2.3,19,7,1,L,10,9,0.1,2,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,427,Pseudotsuga menziesii,3.4,23,4,1,L,95,21,0.1,3,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,426,Pseudotsuga menziesii,7.5,42,3,1,L,20,16,2,6,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,435,Pseudotsuga menziesii,2.5,20,11,1,L,0,,0,1,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,429,Pseudotsuga menziesii,2.8,20,6,1,L,5,7,0.1,6,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,428,Pseudotsuga menziesii,4.6,27,3,1,L,85,17,1,6,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,434,Pseudotsuga menziesii,3.3,26,9,1,L,0,,0.1,3,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,436,Pseudotsuga menziesii,2.8,20,6,1,L,5,5,0.1,1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,431,Pseudotsuga menziesii,0.9,11,1,1,L,100,11,1,1,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,443,Pseudotsuga menziesii,5,31,12,2,L,20,22,2,6,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,447,Pseudotsuga menziesii,4,33,14,1,L,55,28,4,6,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,448,Pseudotsuga menziesii,5,28,6,2,L,65,22,4,7,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,424,Pseudotsuga menziesii,4.6,16,3,1,L,99,15,2,4,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,450,Pseudotsuga menziesii,0.8,7,2,1,L,0,,,,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,451,Pseudotsuga menziesii,11.4,39,,15,D,0,,0.1,2,
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,7,449,Pseudotsuga menziesii,6.3,29,4,1,L,75,24,2,7,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,459,Abies grandis,3.3,12,7,4,L,10,,0.1,1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,462,Abies grandis,10.4,47,22,4,L,25,18,0,0.1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,453,Abies grandis,1.7,9,4,1,L,100,9,0.1,9,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,481,Abies grandis,3.1,21,10,2,L,100,21,21,21,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,452,Larix occidentalis,4.9,13,,3,D,0,,,,
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,461,Larix occidentalis,10.4,59,28,24,L,0,,0.1,3,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,458,Larix occidentalis,7.8,59,32,28,L,0,,0.1,1,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,484,Larix occidentalis,7.9,59,27,24,L,90,56,9,18,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,456,Pinus ponderosa,3.7,22,12,3,L,0,,,,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,455,Pinus ponderosa,5,28,16,6,L,0,,,,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,465,Pseudotsuga menziesii,3.4,29,17,7,L,100,29,0.1,0.1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,464,Pseudotsuga menziesii,4.6,42,25,5,L,15,30,0,1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,466,Pseudotsuga menziesii,4.1,43,29,6,L,25,31,0,0.1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,454,Pseudotsuga menziesii,7.2,36,11,2,L,0,,0,0.1,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,457,Pseudotsuga menziesii,10.5,54,24,10,L,50,,0.1,1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,460,Pseudotsuga menziesii,7.2,46,25,6,L,70,34,0,0,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,469,Pseudotsuga menziesii,5.8,44,21,7,L,45,33,2,5,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,472,Pseudotsuga menziesii,6.4,42,26,8,L,65,34,0.1,7,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,471,Pseudotsuga menziesii,4.4,41,33,23,L,40,34,1,5,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,470,Pseudotsuga menziesii,4.3,36,25,6,L,90,26,1,4,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,467,Pseudotsuga menziesii,6.2,37,21,6,L,90,32,0.1,2,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,473,Pseudotsuga menziesii,3.1,31,,4,D,,,0.1,4,
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,474,Pseudotsuga menziesii,5.2,34,19,5,L,98,34,5,23,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,475,Pseudotsuga menziesii,6,24,16,6,L,98,24,6,15,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,476,Pseudotsuga menziesii,5.5,34,21,8,L,100,34,3,16,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,477,Pseudotsuga menziesii,3.6,26,17,5,L,100,26,4,14,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,478,Pseudotsuga menziesii,4,25,17,9,L,100,25,4,14,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,479,Pseudotsuga menziesii,5.4,35,21,6,L,100,35,6,17,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,480,Pseudotsuga menziesii,16,60,22,8,L,100,60,35,43,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,482,Pseudotsuga menziesii,6.2,41,29,6,L,100,41,41,41,4
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,483,Pseudotsuga menziesii,5,33,16,7,L,100,33,33,33,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,485,Pseudotsuga menziesii,7,38,23,9,L,100,38,38,38,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,486,Pseudotsuga menziesii,4.5,8,1,1,L,100,8,6,7,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,468,Pseudotsuga menziesii,3.4,23,17,8,L,100,23,0.1,4,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,9,463,Pseudotsuga menziesii,7.6,50,22,6,L,5,23,0,0.1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2448,Abies grandis,5.6,29,12,1,L,100,49,0.1,10,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,499,Abies grandis,9.1,48,30,6,L,100,48,3,9,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2418,Abies grandis,5.2,24,19,6,L,100,29,3,9,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,497,Abies grandis,3.3,22,18,9,L,100,22,2,4,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2416,Abies grandis,4.5,33,21,8,L,100,33,3,9,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2425,Larix occidentalis,10.2,74,,6,D,,,11,12,
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2440,Larix occidentalis,12.1,74,50,50,L,60,53,0.1,1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2438,Larix occidentalis,7.9,18,,,D,,,3,10,
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2419,Larix occidentalis,4.7,18,,6,D,,18,3,6,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2430,Larix occidentalis,10.2,68,,,D,,,,,
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,496,Larix occidentalis,11.5,32,,26,D,,,8,16,
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2445,Pinus ponderosa,7,53,37,37,L,45,45,1,7,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2423,Pinus ponderosa,29.1,107,24,24,L,50,79,1,7,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2442,Pseudotsuga menziesii,1.7,15,,9,D,,,2,6,
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,200,Pseudotsuga menziesii,3.1,21,17,12,L,100,21,3,6,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2431,Pseudotsuga menziesii,13.7,77,15,9,L,98,77,4,11,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,487,Pseudotsuga menziesii,8.4,65,40,22,L,100,65,7,14,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2420,Pseudotsuga menziesii,11.1,62,27,14,L,100,62,5,11,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2433,Pseudotsuga menziesii,4.1,22,12,8,L,100,22,5,8,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2446,Pseudotsuga menziesii,4.5,31,21,9,L,95,31,1,4,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2432,Pseudotsuga menziesii,7.1,51,26,8,L,100,51,3,9,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,495,Pseudotsuga menziesii,5.1,32,15,6,L,100,32,4,12,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2449,Pseudotsuga menziesii,3.2,31,26,8,L,100,31,7,9,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2421,Pseudotsuga menziesii,9.3,45,21,4,L,100,45,6,11,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2443,Pseudotsuga menziesii,9.1,70,25,25,L,95,70,3,9,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,498,Pseudotsuga menziesii,12,60,37,20,L,100,60,5,14,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2436,Pseudotsuga menziesii,4.8,41,21,8,L,100,41,3,8,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2437,Pseudotsuga menziesii,1.2,9,7,5,L,100,9,2,5,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2422,Pseudotsuga menziesii,3.1,18,11,6,L,100,18,5,6,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2439,Pseudotsuga menziesii,16.2,72,18,7,L,85,65,0.1,8,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2417,Pseudotsuga menziesii,3.3,20,,16,D,100,20,4,6,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2441,Pseudotsuga menziesii,3.4,30,18,8,L,100,30,3,8,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2444,Pseudotsuga menziesii,8.7,35,17,6,L,100,35,1,10,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2428,Pseudotsuga menziesii,9.3,51,19,6,L,100,51,4,10,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,489,Pseudotsuga menziesii,3.2,30,,8,D,,,5,10,
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,488,Pseudotsuga menziesii,3.1,34,23,15,L,100,34,4,10,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,490,Pseudotsuga menziesii,4.4,39,28,6,L,100,39,4,9,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,491,Pseudotsuga menziesii,2,16,11,6,L,100,16,5,7,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2434,Pseudotsuga menziesii,10.7,73,42,11,L,90,61,5,9,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,492,Pseudotsuga menziesii,3.7,35,21,12,L,100,35,3,11,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2447,Pseudotsuga menziesii,7.8,60,35,21,L,35,49,0.1,4,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2426,Pseudotsuga menziesii,3.7,23,16,5,L,100,23,2,7,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,493,Pseudotsuga menziesii,2.2,18,8,4,L,100,18,3,9,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2450,Pseudotsuga menziesii,11.8,75,43,33,L,98,75,8,10,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2427,Pseudotsuga menziesii,3.2,16,7,3,L,100,16,4,6,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2424,Pseudotsuga menziesii,7.2,46,16,6,L,100,46,4,9,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2429,Pseudotsuga menziesii,14.3,74,33,13,L,95,74,4,10,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2453,Pseudotsuga menziesii,4,34,23,5,L,95,34,9,16,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,494,Pseudotsuga menziesii,7.4,48,27,4,L,100,48,2,10,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2452,Pseudotsuga menziesii,5.7,49,35,5,L,90,44,3,8,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2435,Pseudotsuga menziesii,11,71,42,24,L,85,62,4,10,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,11,2451,Pseudotsuga menziesii,13.7,71,45,21,L,98,71,10,24,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2477,Abies grandis,0.9,7,4,1,L,100,7,7,7,5
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2475,Abies grandis,1.7,9,5,1,L,100,9,9,9,5
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2473,Abies grandis,0.9,6,4,1,L,100,6,6,6,5
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2455,Pinus ponderosa,4.2,26,14,5,L,95,25,0.1,1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2472,Pinus ponderosa,1.2,9,7,4,L,90,9,0.1,5,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2454,Pinus ponderosa,3.1,18,13,5,L,100,18,0.1,1,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2478,Pinus ponderosa,1.8,12,,5,D,,,4,5,
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2466,Pinus ponderosa,2.9,20,12,4,L,15,12,0.1,1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2457,Pinus ponderosa,5,40,28,8,L,10,30,0.1,3,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2459,Pinus ponderosa,5.1,39,27,9,L,0,,0.1,3,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2479,Pinus ponderosa,3.1,20,13,3,L,100,20,0.1,6,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2464,Pinus ponderosa,3.2,20,13,4,L,90,15,0.1,3,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2483,Pinus ponderosa,5.4,31,13,3,L,98,31,0.1,7,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2465,Pinus ponderosa,1.6,8,7,7,L,10,8,0.1,2,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2460,Pinus ponderosa,5,30,23,5,L,20,22,0.1,4,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2471,Pinus ponderosa,3.8,26,16,5,L,55,18,0.1,7,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2474,Pinus ponderosa,4.5,30,21,3,L,40,23,4,9,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2470,Pinus ponderosa,6.2,31,12,2,L,95,26,0,0.1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2463,Pinus ponderosa,3.4,26,14,5,L,30,16,0.1,4,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2456,Pseudotsuga menziesii,4.2,33,18,5,L,55,23,0.1,3,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2462,Pseudotsuga menziesii,6.5,38,22,3,L,10,21,0,4,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2458,Pseudotsuga menziesii,5,33,11,3,L,50,22,0,4,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2461,Pseudotsuga menziesii,4,29,17,4,L,15,17,0.1,1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2481,Pseudotsuga menziesii,7.1,32,9,2,L,60,29,0.1,7,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2468,Pseudotsuga menziesii,4.5,8,,1,D,,,0.1,1,
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2469,Pseudotsuga menziesii,3.1,22,10,5,L,30,22,0,0.1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2476,Pseudotsuga menziesii,6.8,34,13,2,L,85,29,7,10,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2484,Pseudotsuga menziesii,5.4,25,9,1,L,10,18,1,5,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2480,Pseudotsuga menziesii,9.2,52,17,3,L,50,31,3,11,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2467,Pseudotsuga menziesii,3.4,24,12,3,L,98,24,0.1,1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,13,2482,Pseudotsuga menziesii,16.5,72,16,1,L,35,29,0.1,13,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,165,Abies grandis,17.2,77,23,5,L,75,77,0.1,77,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,161,Abies grandis,6.2,29,9,1,L,15,16,0.1,6,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,159,Abies grandis,3.6,20,6,1,L,5,7,0.1,0.1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,153,Pinus ponderosa,13.4,57,19,10,L,0,,0,1,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,150,Pinus ponderosa,11.1,58,22,6,L,25,35,5,16,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,157,Pinus ponderosa,4.4,22,11,4,L,0,,0,0,1
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,162,Pinus ponderosa,4.8,29,10,4,L,10,10,0.1,0.1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,155,Pinus ponderosa,2.9,11,7,5,L,100,11,0.1,0.1,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,156,Pinus ponderosa,5.8,23,7,5,L,15,19,0.1,2,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,148,Pinus ponderosa,12.5,69,41,30,L,100,69,69,69,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,154,Pinus ponderosa,3.1,16,9,4,L,100,16,0.1,0.1,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,158,Pseudotsuga menziesii,7.1,42,8,4,L,5,8,0.1,0.1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,149,Pseudotsuga menziesii,16,62,27,4,L,100,62,20,38,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,151,Pseudotsuga menziesii,7.3,43,1,1,L,100,43,7,13,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,152,Pseudotsuga menziesii,10.6,47,9,10,L,100,47,12,13,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,168,Pseudotsuga menziesii,5.8,24,5,5,L,100,24,0.1,10,3
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,167,Pseudotsuga menziesii,14.5,61,6,1,L,25,19,0.1,0.1,2
Washington DNR Pilot Project,Angel,PRE,20-Sep-16,15,166,Pseudotsuga menziesii,10.1,45,16,1,L,100,45,45,45,3
